source,target,links
YOUNGRO CAME HERE TO DROP SOME 💸, \xf0\x9f\x8f\x86 | #LISA\xe2\x80\x99s \xe2\x80\x9cLALISA\xe2\x80\x9d has won SONG OF THE YEAR at the Asian Pop Music Awards 2021. \n\nCONGRATULATIONS LISA!\n#BLACKPINK #\xe2\x80\xa6',1
🐢, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
LYN❤️💗🖤6️⃣5️⃣🎹, I miss being in trending parties. It feels weird. \xf0\x9f\x98\x86\n\nCONGRATULATIONS LISA\nLALISA APMA SOTY\n#VoteLISAforSMA',1
juLISA🌼, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
Giuditta, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
#LISA, Congratulations Lisa \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa5\xb0\n#LISAxvivoS12\n#LISA   #\xeb\xa6\xac\xec\x82\xac   #LALISA https,1
Nachimiu," CONGRATULAT\xc4\xb0ONS QUEEN LISA \xf0\x9f\x91\x91\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20 Songs of the Yea\xe2\x80\xa6'",1
Mccc✨| SNOWDROP ❄️💙, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
#🧇 𝐒𝐚𝐦𝐢 • rt-mg a mi fijadoo," Tanto #LISA y #ROS\xc3\x89 ganaron  ""Artist Award Female Solo TOP 3"" en los Hanteo Music Awards 2021. \n\nCongratulations CHAELISA\xe2\x80\xa6'",1
eleanor Zumel," ""LALISA"" by #LISA won as SONG OF THE YEAR (Overseas) at this year\'s Asian Pop Music Awards! \n\nCongratulations LISA! \xe2\x9c\xa8\n\n LALI\xe2\x80\xa6'",1
𝐧𝐚𝐧𝐚, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
eleanor Zumel," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
Alison Bermejo," Both @BLACKPINK #LISA and #ROS\xc3\x89 won ""Artist Award (Female Solo TOP 3)"" at #2021HanteoMusicAwards.\n\nCongratulations CHAE\xe2\x80\xa6'",1
BucinLisa327, Congratulations Lisa! \n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
LYN❤️💗🖤6️⃣5️⃣🎹, Can I get 50 replies?\n\nCONGRATULATIONS LISA\nLALISA APMA SOTY\n#VoteLISAforSMA',1
Itskenzyhana, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
alisa, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
𝐧𝐚𝐧𝐚," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
#LISA," A big CONGRATULATIONS to LISA for winning 4 Awards at the APMA 2021! \xf0\x9f\xa4\xa9\xf0\x9f\xa5\xb3\n\n\xf0\x9f\x8f\x86 Song of the Year - ""LALISA"" \n\xf0\x9f\x8f\x86 Top 20 Albums of t\xe2\x80\xa6'",1
chamooklili🖤💗, Congratulations LISA\n\xe0\xb8\xa0\xe0\xb8\xb9\xe0\xb8\xa1\xe0\xb8\xb4\xe0\xb9\x83\xe0\xb8\x88 \xe0\xb8\x9b\xe0\xb8\xa5\xe0\xb8\xb7\xe0\xb9\x89\xe0\xb8\xa1\xe0\xb9\x83\xe0\xb8\x88 \xe0\xb8\x94\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x88 \xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x86 \xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb8\x99\xe0\xb8\xb0\xe0\xb8\x84\xe0\xb8\xb0\n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
Sol | Snowdrop ❄️, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
Irmiss," A big CONGRATULATIONS to LISA for winning 4 Awards at the APMA 2021! \xf0\x9f\xa4\xa9\xf0\x9f\xa5\xb3\n\n\xf0\x9f\x8f\x86 Song of the Year - ""LALISA"" \n\xf0\x9f\x8f\x86 Top 20 Albums of t\xe2\x80\xa6'",1
minnie," A big CONGRATULATIONS to LISA for winning 4 Awards at the APMA 2021! \xf0\x9f\xa4\xa9\xf0\x9f\xa5\xb3\n\n\xf0\x9f\x8f\x86 Song of the Year - ""LALISA"" \n\xf0\x9f\x8f\x86 Top 20 Albums of t\xe2\x80\xa6'",1
Max___, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
eleanor Zumel," #LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\nCongratulations LISA \xf0\x9f\xa5\xb3\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac #LISA #\xeb\xa6\xac\xec\x82\xac\xe2\x80\xa6'",1
JinchuLichaeng, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
alisa, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
#JIMIM #LALISA 🌼𓍯, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
งานออนไลน์ไม่เสียค่าสมัคร(อยากมีตังค์มาทางนี้ค่าาา, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
eleanor Zumel, we did it \xf0\x9f\x92\xaa\xe2\x9c\xa8\n\nCONGRATULATIONS LISA https,1
Giuditta, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
Giuditta, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
eleanor Zumel, Congratulations Lisa\xf0\x9f\x8e\x89\xe2\x9d\xa4\xef\xb8\x8f @BLACKPINK https,1
sya, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
น้องศรี, Congratulations! #LISA \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x86\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xe0\xb8\x8a\xe0\xb8\xb5\xe0\xb8\xa5\xe0\xb8\xa5\xe0\xb8\xa9\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb9\x81\xe0\xb8\x9c\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2\xe0\xb8\x99\xe0\xb8\xb0 \xe0\xb8\xaa\xe0\xb8\xa1\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xab\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x99\xe0\xb8\x84\xe0\xb8\x99\xe0\xb8\xa3\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\x9e\xe0\xb8\xa5\xe0\xb8\x87\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2\n\nLALISA APMA SOTY \n#VoteLISA\xe2\x80\xa6',1
talhia ❄️," Tanto #LISA y #ROS\xc3\x89 ganaron  ""Artist Award Female Solo TOP 3"" en los Hanteo Music Awards 2021. \n\nCongratulations CHAELISA\xe2\x80\xa6'",1
น้องศรี," ""LALISA"" by #LISA won as SONG OF THE YEAR (Overseas) at this year\'s Asian Pop Music Awards! \n\nCongratulations LISA! \xe2\x9c\xa8\n\n LALI\xe2\x80\xa6'",1
eleanor Zumel, \xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb9\x89\xe0\xb8\xb24\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\xa5\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81 Asian Pop Music Awards 2021\xf0\x9f\xa5\xba\xf0\x9f\xa5\xb3\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of\xe2\x80\xa6',1
suyada Suwandee, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
BucinLisa327, Bkn lisa namanya klo gk menang penghargaan minimal satu\n\nLALISA APMA SOTY\nCONGRATULATIONS LISA https,1
คุณพวงสอนᴹᴼᴮᴹᴬᴮ, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
delomy, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
BucinLisa327, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
LiLiiii_, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
Lisa anti's are dreaming, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
kyuokka 🍀, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
Sol | Snowdrop ❄️, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
JenChuLiChaeng ❄, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
nn, congratulations lisa! so happy and proud of you! \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0 https,1
🌻🐈ꔛ♡ Łįşã ✧.*., LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Kumapongda," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
BucinLisa327, Congratulations Lisa \xf0\x9f\xa4\x91\n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
eleanor Zumel, \xe0\xb8\xa2\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb8\x94\xe0\xb8\xb5\xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\xb2\xe0\xb8\xa1\xe0\xb8\xaa\xe0\xb8\xb3\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb9\x87\xe0\xb8\x88\xe0\xb8\x81\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x81\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87  L1SA\nCONGRATULATIONS\xe2\x80\x8b LISA\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award\xe2\x80\xa6',1
LISA so S W A G 😎😎😎🌦🌈❄️, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
duhyan ❄️, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
~, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
_gnap_," LISA has won Artist award for Female Solo Artist TOP 3 at #HanteoMusicAwards! \n\nThank you Lilivoters for working hard, sh\xe2\x80\xa6'",1
eleanor Zumel, Another achievement for my love. Congratulations LISA!! \n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
~, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
Aulia Yuniarti Ali, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
eleanor Zumel, Congratulations Lisa. \nWe are proud of you! \xf0\x9f\xa5\xba\xf0\x9f\x92\x9b \n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
Sol | Snowdrop ❄️, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
Quinn L," A big CONGRATULATIONS to LISA for winning 4 Awards at the APMA 2021! \xf0\x9f\xa4\xa9\xf0\x9f\xa5\xb3\n\n\xf0\x9f\x8f\x86 Song of the Year - ""LALISA"" \n\xf0\x9f\x8f\x86 Top 20 Albums of t\xe2\x80\xa6'",1
~, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
MICHH, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
ia :) | YOUNGRO ❄, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
Kumapongda, Congratulations LISA \xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89 Won!\xf0\x9f\x8f\x86Song of the Year! (Asian Pop Music Awards 2021) \xf0\x9f\x98\x8d\xf0\x9f\x92\x9b\n\n#LISA #LALISA #\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb9\x88\xe0\xb8\xb2 https,1
ian, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
talhia ❄️," \xf0\x9f\x8f\x86 | #LISA and #ROS\xc3\x89 both won at the\n#2021HanteoMusicAwards for \xe2\x80\x9cArtist Award (Female Solo TOP 3)"". Congratulations CHA\xe2\x80\xa6'",1
#JIMIM #LALISA 🌼𓍯, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
May, \xf0\x9f\x93\xa3 Asian Pop Music Awards 2021\n\n\xf0\x9f\x8f\x86 Song of the Year - LALISA by LISA\n\nCongratulations!\n\nLALISA APMA SOTY \n#VoteLISAforSMA ht\xe2\x80\xa6',1
𝒟𝒾𝒶𝓇𝓎𝓈𝓉ℴ𝓃ℯ14," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
haesoo | #snowdrop ❄️🇵🇸, SUPER PROUD OF THESE QUEENS  #ROS\xc3\x89 &amp; #LISA \xf0\x9f\x91\x91\n\nCONGRATULATIONS LISA &amp; ROS\xc3\x89  for winning Best Female Solo \xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99 #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xe2\x80\xa6',1
LYN❤️💗🖤6️⃣5️⃣🎹, #LISA wins a total of 4 awards at the Asian Pop Music Awards 2021!\n\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - L\xe2\x80\xa6',1
ditaeji 🍒, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
🖤Blackpink 💖, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
😘แทแทของฟานี่😍," Congratulations to #LISA for winning ""Song of the Year (Overseas)"" for \'LALISA\' at the Asian Pop Music Awards 2021.\n\n\xeb\xb8\x94\xe2\x80\xa6'",1
W, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
Moon light," LISA won 4 awards with her song ""LALISA"" at APMAS, China\'s popular year-end awards ceremony!\n\n\xf0\x9f\x8f\x86Song of the Year - LALISA\xe2\x80\xa6'",1
Allena:), LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Rainy__G, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
Amaya Paige, Wow tiktok is already a very big platform \xf0\x9f\x98\xa8 Congratulations Lisa \xe2\x9d\xa4\xef\xb8\x8f https,1
Tricy, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Lisa_bscx, \xf0\x9f\x8e\x89 Congratulations To Our Partner @heroes_td Reaching A New Milestone \xf0\x9f\x8e\x89\n\n\xf0\x9f\x94\xb9 HeroesTD community has surpassed 200.000 members\xe2\x80\xa6',1
minnie, CONGRATULATIONS LISA\n\nLALISA APMA SOTY\n#VoteLISAforSMA https,1
p-p, Congratulations Lisa! \n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
ROSÉ 🌹 Met PFW มาแล้วจ้าาาาาา, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
sya, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
bila || yoshii important, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
OnlyLalis, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
